case_id,human_gt,agent_original,P_case_EnvFail,P_case_AgentRetryFail,P_case_AgentReasoningFail,P_case_AgentFail,corrected_label,action,agent_fail_type,is_correct_before,is_correct_after,is_flipped
web_0_5,0,0.0,2.849013147230863e-07,0.6197174867971373,0.3802822283015479,0.9999997150986852,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_102_3,0,0.0,0.0010160074651751664,0.4850341958687738,0.5139497966660511,0.998983992534825,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_102_4,0,0.0,0.0003779222117911755,0.4295627876470962,0.5700592901411127,0.9996220777882089,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_103_3,0,0.0,0.001895696812381355,0.8137417389800387,0.18436256420758,0.9981043031876187,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_10_4,0,0.0,4.176163883406679e-08,0.6119534822723188,0.38804647596604236,0.9999999582383612,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_14_1,0,0.0,0.0005489115723346625,0.8835278914047773,0.11592319702288804,0.9994510884276653,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_14_3,0,0.0,4.9047035165778674e-12,0.9410051573162009,0.05899484267889431,0.9999999999950953,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_16_2,0,0.0,1.844321264132792e-07,0.8588689448265634,0.14113087074131028,0.9999998155678737,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_16_3,0,0.0,0.00011730711859650215,0.6710768628606575,0.32880583002074604,0.9998826928814035,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_17_5,0,0.0,9.486251232624062e-06,0.8840047504747629,0.1159857632740044,0.9999905137487672,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_19_1,0,0.0,0.001895696812381357,0.8137417389800387,0.18436256420758015,0.9981043031876188,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_19_4,0,0.0,6.353713292738973e-05,0.9130497253611614,0.08688673750591124,0.9999364628670726,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_19_5,0,0.0,2.224011036823249e-07,0.9950749671490183,0.0049248104498778545,0.9999997775988961,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_1_4,0,0.0,6.838515844885599e-10,0.9915262812551293,0.008473718061019138,0.9999999993161485,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_21_1,0,0.0,8.74251647871026e-05,0.9750654763028969,0.02484709853231618,0.999912574835213,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_21_5,0,0.0,0.0018956968123813537,0.8137417389800388,0.18436256420757985,0.9981043031876187,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_22_5,0,0.0,7.11452467126152e-09,0.9167686038020536,0.08323138908342162,0.9999999928854753,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_23_1,0,0.0,0.006239760627662636,0.7143079406385866,0.2794522987337507,0.9937602393723373,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_23_4,0,0.0,0.001895696812381355,0.8137417389800387,0.18436256420758,0.9981043031876187,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_24_3,0,0.0,2.292160695172898e-06,0.9915240091956145,0.008473698643690377,0.9999977078393049,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_26_5,0,0.0,2.7788110583431833e-07,0.5968183617811776,0.40318136033771645,0.9999997221188941,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_28_4,0,0.0,0.0004245734325579982,0.928988486404767,0.070586940162675,0.999575426567442,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_29_1,0,0.0,4.248944200781525e-12,0.9565070186157261,0.043492981380024845,0.999999999995751,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_29_3,0,0.0,2.475933066731064e-12,0.0018935580103763999,0.9981064419871477,0.9999999999975241,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_29_5,0,0.0,5.555412584025573e-14,0.971827200939157,0.02817279906078767,0.9999999999999446,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_30_2,0,0.0,3.294847729450485e-05,0.829299303723067,0.1706677477996385,0.9999670515227055,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_34_1,0,0.0,0.002271110867274002,0.7171605784531658,0.2805683106795601,0.997728889132726,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_34_2,0,0.0,8.369785579748242e-07,0.4855270890525739,0.5144720739688682,0.9999991630214421,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_34_4,0,0.0,2.037953531190337e-06,0.13851819421035994,0.8614797678361088,0.9999979620464687,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_34_5,0,0.0,0.014245664025691792,0.8036729678461898,0.1820813681281183,0.9857543359743081,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_40_3,0,0.0,5.224770688807626e-15,0.9974032958861346,0.0025967041138600425,0.9999999999999947,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_41_5,0,0.0,0.0003219299963371104,0.9575436942272376,0.04213437577642531,0.9996780700036629,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_50_3,0,0.0,4.227049834572746e-13,0.9718272009387998,0.028172799060777364,0.9999999999995772,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_52_1,0,0.0,0.004161508633458591,0.8803343081460594,0.11550418322048196,0.9958384913665413,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_52_2,0,0.0,0.004161508633458591,0.8803343081460594,0.11550418322048196,0.9958384913665413,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_52_3,0,0.0,0.007990882667528672,0.41440365353800174,0.5776054637944696,0.9920091173324714,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_52_4,0,0.0,0.014245664025691792,0.8036729678461898,0.1820813681281183,0.9857543359743081,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_53_5,0,0.0,0.0009305485094091866,0.5962631590345001,0.4028062924560906,0.9990694514905907,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_54_2,0,0.0,3.9927535153820534e-08,0.9477692861440338,0.05223067392843104,0.9999999600724648,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_54_3,0,0.0,1.644900669489707e-09,0.9615663825462825,0.03843361580881702,0.9999999983550995,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_54_4,0,0.0,1.1490750355344445e-05,0.9751395238024871,0.024848985447157437,0.9999885092496446,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_54_5,0,0.0,0.00011673203473123371,0.9577402435165535,0.042143024448715274,0.9998832679652688,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_55_1,0,0.0,0.0015126690642701106,0.8826759171215587,0.11581141381417119,0.9984873309357298,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_55_4,0,0.0,9.93706041492135e-11,0.9983429280410153,0.0016570718596141932,0.9999999999006295,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_58_1,0,0.0,3.0380396375293117e-07,0.9477690360500495,0.0522306601459867,0.9999996961960361,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_58_2,0,0.0,5.305485862946517e-13,0.9987976025076418,0.0012023974918276895,0.9999999999994695,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_58_3,0,0.0,6.882791469537777e-07,0.7378074291841398,0.2621918825367133,0.9999993117208531,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_58_5,0,0.0,1.012182979565155e-12,0.9773766012893126,0.022623398709675266,0.9999999999989878,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_61_1,0,0.0,1.8563488208283424e-09,0.7116951425636072,0.28830485558004404,0.9999999981436513,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_61_2,0,0.0,7.479047728259195e-07,0.6920109509094923,0.3079883011857349,0.9999992520952272,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_61_3,0,0.0,4.329653689757913e-08,0.4412903396699425,0.5587096170335205,0.999999956703463,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_61_5,0,0.0,2.6224591366056485e-12,0.8701236424854123,0.12987635751196533,0.9999999999973777,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_64_4,0,0.0,5.167260956432785e-06,0.7187893229399188,0.2812055097991249,0.9999948327390438,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_64_5,0,0.0,6.364254466965195e-09,0.5447187681664343,0.45528122546931127,0.9999999936357455,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_65_1,0,0.0,0.0003219299963371104,0.9575436942272376,0.04213437577642531,0.9996780700036629,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_74_1,0,0.0,6.176260602140717e-07,0.08518419859469081,0.9148151837792489,0.9999993823739397,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_74_2,0,0.0,0.0003685681037659127,0.4853485454803605,0.5142828864158736,0.999631431896234,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_74_4,0,0.0,3.061045742986288e-13,0.8840131364451976,0.11598686355449636,0.999999999999694,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_75_1,0,0.0,1.7515571022544888e-12,0.9508157094703599,0.04918429052788864,0.9999999999982485,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_77_4,0,0.0,1.80797859391472e-10,0.9955245191145531,0.004475480704649014,0.9999999998192021,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_77_5,0,0.0,1.4254533186288724e-14,0.9999878400506794,1.215994930644918e-05,0.9999999999999859,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_78_2,0,0.0,5.3157337889800274e-11,0.9994946130926531,0.0005053868541895374,0.9999999999468426,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_78_4,0,0.0,2.8189879858671783e-10,0.9461206231036989,0.05387937661440209,0.999999999718101,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_78_5,0,0.0,6.717135122388589e-13,0.4453028616674987,0.5546971383318297,0.9999999999993283,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_83_1,0,0.0,3.300081652429143e-07,0.39845289269377543,0.6015467772980594,0.9999996699918348,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_83_3,0,0.0,0.0015126690642701106,0.8826759171215587,0.11581141381417119,0.9984873309357298,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_83_5,0,0.0,0.0004245734325579982,0.928988486404767,0.070586940162675,0.999575426567442,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_86_1,0,0.0,0.014245664025691792,0.8036729678461898,0.1820813681281183,0.9857543359743081,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_86_2,0,0.0,1.5343097383332384e-05,0.9578373591186007,0.04214729778401596,0.9999846569026166,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_86_5,0,0.0,7.336551294949861e-06,0.9293762593016337,0.07061640414707143,0.9999926634487051,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_88_2,0,0.0,1.6922220492730668e-06,0.9950735045666641,0.004924803211286684,0.9999983077779507,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_88_3,0,0.0,8.309696669283893e-07,0.991525458004922,0.008473711025411192,0.9999991690303331,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_88_4,0,0.0,8.54232542168747e-06,0.9854489278717966,0.014542529802781753,0.9999914576745783,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_89_5,0,0.0,3.382113713572622e-08,0.9938397617848346,0.006160204394028342,0.9999999661788629,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_8_3,0,0.0,0.00033754850820310315,0.596617072422102,0.4030453790696948,0.9996624514917969,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_93_4,0,0.0,2.144040755785717e-11,0.9998918978265647,0.00010810215199505282,0.9999999999785598,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_95_1,0,0.0,0.00024955341017105534,0.8150838187511077,0.1846666278387212,0.9997504465898289,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_96_4,0,0.0,7.21752746805422e-05,0.8839493325545239,0.11597849217079566,0.9999278247253196,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
